north_american_product_classification_system_napcs,principal_trading_partners,geo,year_month,import,export
Aircraft and other transportation equipment and parts [C21],France,Newfoundland and Labrador,2019,672,160
Aircraft and other transportation equipment and parts [C21],France,Newfoundland and Labrador,2020,9652,153
Aircraft and other transportation equipment and parts [C21],France,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],France,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],France,Northwest Territories,2019,2,0
Aircraft and other transportation equipment and parts [C21],France,Northwest Territories,2020,0,0
Aircraft and other transportation equipment and parts [C21],France,Nova Scotia,2017,15220,10211
Aircraft and other transportation equipment and parts [C21],France,Nova Scotia,2018,42937,8696
Aircraft and other transportation equipment and parts [C21],France,Nova Scotia,2019,42581,7101
Aircraft and other transportation equipment and parts [C21],France,Nova Scotia,2020,34107,3699
Aircraft and other transportation equipment and parts [C21],France,Nunavut,2017,0,0
Aircraft and other transportation equipment and parts [C21],France,Nunavut,2018,0,0
Aircraft and other transportation equipment and parts [C21],France,Nunavut,2019,0,0
Aircraft and other transportation equipment and parts [C21],France,Nunavut,2020,0,13
Aircraft and other transportation equipment and parts [C21],France,Ontario,2017,231344,199467
Aircraft and other transportation equipment and parts [C21],France,Ontario,2018,300138,224706
Aircraft and other transportation equipment and parts [C21],France,Ontario,2019,384869,323517
Aircraft and other transportation equipment and parts [C21],France,Ontario,2020,189699,270093
Aircraft and other transportation equipment and parts [C21],France,Prince Edward Island,2017,0,3865
Aircraft and other transportation equipment and parts [C21],France,Prince Edward Island,2018,0,5483
Aircraft and other transportation equipment and parts [C21],France,Prince Edward Island,2019,55,6772
Aircraft and other transportation equipment and parts [C21],France,Prince Edward Island,2020,0,6569
Aircraft and other transportation equipment and parts [C21],France,Quebec,2017,435789,405602
Aircraft and other transportation equipment and parts [C21],France,Quebec,2018,498631,467409
Aircraft and other transportation equipment and parts [C21],France,Quebec,2019,987998,376361
Aircraft and other transportation equipment and parts [C21],France,Quebec,2020,760482,444099
Aircraft and other transportation equipment and parts [C21],France,Saskatchewan,2017,1247,19
Aircraft and other transportation equipment and parts [C21],France,Saskatchewan,2018,116,10
Aircraft and other transportation equipment and parts [C21],France,Saskatchewan,2019,136,0
Aircraft and other transportation equipment and parts [C21],France,Saskatchewan,2020,3,0
Aircraft and other transportation equipment and parts [C21],France,Yukon,2017,0,0
Aircraft and other transportation equipment and parts [C21],France,Yukon,2018,0,0
Aircraft and other transportation equipment and parts [C21],France,Yukon,2019,0,0
Aircraft and other transportation equipment and parts [C21],France,Yukon,2020,37,0
Aircraft and other transportation equipment and parts [C21],Germany,Alberta,2017,9992,2040
Aircraft and other transportation equipment and parts [C21],Germany,Alberta,2018,14590,10631
Aircraft and other transportation equipment and parts [C21],Germany,Alberta,2019,2716,15976
Aircraft and other transportation equipment and parts [C21],Germany,Alberta,2020,13812,5296
Aircraft and other transportation equipment and parts [C21],Germany,British Columbia,2017,7437,8171
Aircraft and other transportation equipment and parts [C21],Germany,British Columbia,2018,27853,12293
Aircraft and other transportation equipment and parts [C21],Germany,British Columbia,2019,95074,2619
Aircraft and other transportation equipment and parts [C21],Germany,British Columbia,2020,21545,3062
Aircraft and other transportation equipment and parts [C21],Germany,Canada,2017,749284,286625
Aircraft and other transportation equipment and parts [C21],Germany,Canada,2018,929917,588461
Aircraft and other transportation equipment and parts [C21],Germany,Canada,2019,913533,853167
Aircraft and other transportation equipment and parts [C21],Germany,Canada,2020,753040,333574
Aircraft and other transportation equipment and parts [C21],Germany,Manitoba,2017,8430,192
Aircraft and other transportation equipment and parts [C21],Germany,Manitoba,2018,2271,413
Aircraft and other transportation equipment and parts [C21],Germany,Manitoba,2019,4346,290
Aircraft and other transportation equipment and parts [C21],Germany,Manitoba,2020,2686,362
Aircraft and other transportation equipment and parts [C21],Germany,New Brunswick,2017,2,483
Aircraft and other transportation equipment and parts [C21],Germany,New Brunswick,2018,13,230
Aircraft and other transportation equipment and parts [C21],Germany,New Brunswick,2019,4,474
Aircraft and other transportation equipment and parts [C21],Germany,New Brunswick,2020,15,56
Aircraft and other transportation equipment and parts [C21],Germany,Newfoundland and Labrador,2017,198,589
Aircraft and other transportation equipment and parts [C21],Germany,Newfoundland and Labrador,2018,0,3
Aircraft and other transportation equipment and parts [C21],Germany,Newfoundland and Labrador,2019,52467,0
Aircraft and other transportation equipment and parts [C21],Germany,Newfoundland and Labrador,2020,3,0
Aircraft and other transportation equipment and parts [C21],Germany,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Northwest Territories,2019,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Northwest Territories,2020,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Nova Scotia,2017,13709,49
Aircraft and other transportation equipment and parts [C21],Germany,Nova Scotia,2018,9085,1
Aircraft and other transportation equipment and parts [C21],Germany,Nova Scotia,2019,1621,4
Aircraft and other transportation equipment and parts [C21],Germany,Nova Scotia,2020,1685,82
Aircraft and other transportation equipment and parts [C21],Germany,Nunavut,2017,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Nunavut,2018,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Nunavut,2019,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Nunavut,2020,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Ontario,2017,487016,84977
Aircraft and other transportation equipment and parts [C21],Germany,Ontario,2018,637671,95401
Aircraft and other transportation equipment and parts [C21],Germany,Ontario,2019,309138,88248
Aircraft and other transportation equipment and parts [C21],Germany,Ontario,2020,152728,50469
Aircraft and other transportation equipment and parts [C21],Germany,Prince Edward Island,2017,0,4398
Aircraft and other transportation equipment and parts [C21],Germany,Prince Edward Island,2018,0,2154
Aircraft and other transportation equipment and parts [C21],Germany,Prince Edward Island,2019,0,1609
Aircraft and other transportation equipment and parts [C21],Germany,Prince Edward Island,2020,0,141
Aircraft and other transportation equipment and parts [C21],Germany,Quebec,2017,222456,185725
Aircraft and other transportation equipment and parts [C21],Germany,Quebec,2018,237505,467317
Aircraft and other transportation equipment and parts [C21],Germany,Quebec,2019,448131,743944
Aircraft and other transportation equipment and parts [C21],Germany,Quebec,2020,560519,272817
Aircraft and other transportation equipment and parts [C21],Germany,Saskatchewan,2017,34,0
Aircraft and other transportation equipment and parts [C21],Germany,Saskatchewan,2018,926,20
Aircraft and other transportation equipment and parts [C21],Germany,Saskatchewan,2019,33,3
Aircraft and other transportation equipment and parts [C21],Germany,Saskatchewan,2020,43,1284
Aircraft and other transportation equipment and parts [C21],Germany,Yukon,2017,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Yukon,2018,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Yukon,2019,0,0
Aircraft and other transportation equipment and parts [C21],Germany,Yukon,2020,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Alberta,2017,3,90
Aircraft and other transportation equipment and parts [C21],Hong Kong,Alberta,2018,1,11
Aircraft and other transportation equipment and parts [C21],Hong Kong,Alberta,2019,0,4
Aircraft and other transportation equipment and parts [C21],Hong Kong,Alberta,2020,1,7
Aircraft and other transportation equipment and parts [C21],Hong Kong,British Columbia,2017,2023,340
Aircraft and other transportation equipment and parts [C21],Hong Kong,British Columbia,2018,270,291
Aircraft and other transportation equipment and parts [C21],Hong Kong,British Columbia,2019,447,12311
Aircraft and other transportation equipment and parts [C21],Hong Kong,British Columbia,2020,425,222
Aircraft and other transportation equipment and parts [C21],Hong Kong,Canada,2017,2538,57720
Aircraft and other transportation equipment and parts [C21],Hong Kong,Canada,2018,749,67319
Aircraft and other transportation equipment and parts [C21],Hong Kong,Canada,2019,720,37529
Aircraft and other transportation equipment and parts [C21],Hong Kong,Canada,2020,863,2111
Aircraft and other transportation equipment and parts [C21],Hong Kong,Manitoba,2017,0,142
Aircraft and other transportation equipment and parts [C21],Hong Kong,Manitoba,2018,46,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Manitoba,2019,10,11
Aircraft and other transportation equipment and parts [C21],Hong Kong,Manitoba,2020,0,22
Aircraft and other transportation equipment and parts [C21],Hong Kong,New Brunswick,2017,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,New Brunswick,2018,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,New Brunswick,2019,9,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,New Brunswick,2020,22,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Newfoundland and Labrador,2017,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Newfoundland and Labrador,2018,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Newfoundland and Labrador,2019,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Newfoundland and Labrador,2020,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Northwest Territories,2019,0,0
Aircraft and other transportation equipment and parts [C21],Hong Kong,Northwest Territories,2020,0,0
